web-scraper-order,web-scraper-start-url,logos,logos-href,nameV,capacity
"1584816618-236","https://www.automobiledimension.com/","JAGUAR","https://www.automobiledimension.com/jaguar-car-dimensions.html","New Jaguar F-TYPE Coupe 2020","New Jaguar F-TYPE Coupe 2020L x W x H: 4470 x 1923 x 1311 mm
Boot capacity: 336 dm3"
"1584816310-36","https://www.automobiledimension.com/","VOLKSWAGEN","https://www.automobiledimension.com/volkswagen-car-dimensions.html","New Volkswagen Caravelle 6.1 Long 2020","New Volkswagen up! 2020L x W x H: 3600 x 1645 x 1504 mm
Boot capacity: 251 dm3"
"1584816322-71","https://www.automobiledimension.com/","SUBARU","https://www.automobiledimension.com/subaru-car-dimensions.html","Subaru Outback","Subaru BRZL x W x H: 4240 x 1775 x 1320 mm
Boot capacity: 243 dm3"
"1584816627-262","https://www.automobiledimension.com/","HYUNDAI","https://www.automobiledimension.com/hyundai-car-dimensions.html","Hyundai Santa Fe","New Hyundai i10 2020L x W x H: 3670 x 1680 x 1480 mm
Boot capacity: 252 dm3"
"1584816627-250","https://www.automobiledimension.com/","HYUNDAI","https://www.automobiledimension.com/hyundai-car-dimensions.html","Hyundai i20","New Hyundai i10 2020L x W x H: 3670 x 1680 x 1480 mm
Boot capacity: 252 dm3"
"1584816342-120","https://www.automobiledimension.com/","PORSCHE","https://www.automobiledimension.com/porsche-car-dimensions.html","Porsche 718 Cayman","Porsche 718 BoxsterL x W x H: 4379 x 1801 x 1281 mm
Boot capacity: 280 dm3"
"1584816310-17","https://www.automobiledimension.com/","VOLKSWAGEN","https://www.automobiledimension.com/volkswagen-car-dimensions.html","Volkswagen Golf Estate","New Volkswagen up! 2020L x W x H: 3600 x 1645 x 1504 mm
Boot capacity: 251 dm3"
"1584816655-316","https://www.automobiledimension.com/","FERRARI","https://www.automobiledimension.com/ferrari-car-dimensions.html","Ferrari 488 Spider","Ferrari PortofinoL x W x H: 4586 x 1938 x 1318 mm
Boot capacity: 292 dm3"
"1584816627-252","https://www.automobiledimension.com/","HYUNDAI","https://www.automobiledimension.com/hyundai-car-dimensions.html","Hyundai i20 Active","New Hyundai i10 2020L x W x H: 3670 x 1680 x 1480 mm
Boot capacity: 252 dm3"
"1584816351-146","https://www.automobiledimension.com/","OPEL","https://www.automobiledimension.com/opel-car-dimensions.html","New Opel Corsa 2020","Opel Karl / VivaL x W x H: 3675 x 1604 x 1476 mm
Boot capacity: 215 dm3"
"1584816330-90","https://www.automobiledimension.com/","ŠKODA","https://www.automobiledimension.com/skoda-car-dimensions.html","Škoda Karoq","New Škoda Citigo iV 2020L x W x H: 3597 x 1645 x 1481 mm
Boot capacity: 251 dm3"
"1584816314-57","https://www.automobiledimension.com/","TOYOTA","https://www.automobiledimension.com/toyota-car-dimensions.html","Toyota Proace Verso Long","Toyota AYGOL x W x H: 3465 x 1615 x 1460 mm
Boot capacity: 168 dm3"
"1584816306-9","https://www.automobiledimension.com/","VOLVO","https://www.automobiledimension.com/volvo-car-dimensions.html","Volvo XC40","Volvo V40L x W x H: 4369 x 1802 x 1420 mm
Boot capacity: 335 dm3"
"1584816618-244","https://www.automobiledimension.com/","JAGUAR","https://www.automobiledimension.com/jaguar-car-dimensions.html","Jaguar I-PACE","New Jaguar F-TYPE Coupe 2020L x W x H: 4470 x 1923 x 1311 mm
Boot capacity: 336 dm3"
"1584816306-3","https://www.automobiledimension.com/","VOLVO","https://www.automobiledimension.com/volvo-car-dimensions.html","Volvo S60","Volvo V40L x W x H: 4369 x 1802 x 1420 mm
Boot capacity: 335 dm3"
